fecha,Cantidad,Nemotecnico,Volumen,Ultimo Precio,Variacion%
JUL 18 2016,700.00,ESTRA     ,"119,000.00",245.00,.00
JUL 20 2016,"1,314,289.00",EXITO     ,"19,094,234,200.00","14,460.00",-.14
JUL 20 2016,"381,969.00",PFBCOLOM  ,"9,892,662,080.00","25,980.00",-.23
JUL 20 2016,"185,019.00",GRUPOSURA ,"7,333,685,100.00","39,800.00",.30
JUL 20 2016,"249,886.00",PFDAVVNDA ,"6,734,465,680.00","27,000.00",.52
JUL 20 2016,"4,539,943.00",ECOPETROL ,"6,358,669,465.00","1,410.00",.71
JUL 20 2016,"202,935.00",NUTRESA   ,"5,222,702,020.00","25,700.00",-.23
JUL 20 2016,"251,516.00",GRUPOARGOS,"4,891,006,920.00","19,480.00",-.10
JUL 20 2016,"397,693.00",ISA       ,"3,638,892,460.00","9,130.00",-.54
JUL 20 2016,"3,096,207.00",PFAVAL    ,"3,636,072,850.00","1,180.00",.43
JUL 20 2016,"83,566.00",PFGRUPSURA,"3,251,011,840.00","39,000.00",.36
JUL 20 2016,"239,217.00",CLH       ,"3,040,440,440.00","12,600.00",-.63
JUL 20 2016,"259,600.00",PFCEMARGOS,"2,861,769,980.00","11,060.00",.00
JUL 20 2016,"200,000.00",ICOLCAP   ,"2,707,800,000.00","13,539.00",-.15
JUL 20 2016,"226,131.00",CEMARGOS  ,"2,696,285,020.00","11,940.00",-.17
JUL 20 2016,"49,263.00",CORFICOLCF,"1,889,417,560.00","38,340.00",-1.19
JUL 20 2016,"69,926.00",BCOLOMBIA ,"1,675,256,460.00","24,060.00",-.58
JUL 20 2016,"100,000.00",HCOLSEL   ,"1,232,000,000.00","12,320.00",.43
JUL 20 2016,"57,816.00",PFGRUPOARG,"1,068,904,460.00","18,500.00",.22
JUL 20 2016,"59,150.00",CNEC      ,"570,505,490.00","9,700.00",-.21
JUL 20 2016,"184,072.00",PFAVH     ,"450,109,785.00","2,445.00",-.20
JUL 20 2016,"202,358.00",EEB       ,"365,321,190.00","1,805.00",.00
JUL 20 2016,"65,646.00",CELSIA    ,"256,349,800.00","3,885.00",-.77
JUL 20 2016,"209,671.00",ELCONDOR  ,"239,613,245.00","1,150.00",3.60
JUL 20 2016,"3,242.00",TITAN     ,"113,470,000.00","35,000.00",1.45
JUL 20 2016,"182,152.00",ETB       ,"109,247,300.00",600.00,.17
JUL 20 2016,"75,308.00",CONCONCRET,"83,418,110.00","1,110.00",.91
JUL 20 2016,"7,000.00",TERPEL    ,"70,000,000.00","10,000.00",3.63
JUL 20 2016,"25,091.00",MINEROS   ,"63,623,575.00","2,560.00",2.20
JUL 20 2016,"3,053,946.00",BVC       ,"56,437,281.00",18.50,-1.60
JUL 20 2016,"47,003.00",GRUPOAVAL ,"54,903,395.00","1,165.00",-.43
JUL 20 2016,"21,113.00",COLTEJER  ,"33,780,800.00","1,600.00",.00
JUL 20 2016,"11,886.00",PFCARPAK  ,"32,439,350.00","2,730.00",-4.71
JUL 20 2016,360.00,GRUBOLIVAR,"19,540,800.00","54,280.00",.52
JUL 20 2016,"40,532.00",BBVACOL   ,"11,348,960.00",280.00,3.70
JUL 20 2016,"1,000.00",ODINSA    ,"8,520,000.00","8,520.00",.24
JUL 20 2016,"1,700.00",PROMIGAS  ,"8,347,000.00","4,910.00",.00
JUL 20 2016,106.00,BOGOTA    ,"6,134,320.00","58,600.00",.00
JUL 20 2016,247.00,VILLAS    ,"1,516,580.00","6,140.00",.00
JUL 21 2016,"2,458,033.00",EXITO     ,"35,642,697,800.00","14,500.00",.00
JUL 21 2016,"17,095,694.00",ECOPETROL ,"23,389,110,535.00","1,365.00",-1.80
JUL 21 2016,"7,903,417.00",PFAVAL    ,"9,238,381,790.00","1,170.00",.00
JUL 21 2016,"294,024.00",PFBCOLOM  ,"7,654,680,880.00","26,000.00",.15
JUL 21 2016,"413,283.00",PFGRUPOARG,"7,590,640,900.00","18,160.00",-2.16
JUL 21 2016,"129,724.00",GRUPOSURA ,"5,137,605,180.00","39,840.00",-.35
JUL 21 2016,"392,548.00",CEMARGOS  ,"4,634,098,400.00","11,700.00",-2.34
JUL 21 2016,"412,936.00",PFCEMARGOS,"4,538,866,440.00","10,900.00",-1.09
JUL 21 2016,"95,036.00",PFGRUPSURA,"3,688,715,500.00","39,000.00",-.51
JUL 21 2016,"90,413.00",PFDAVVNDA ,"2,451,814,560.00","27,020.00",-.30
JUL 21 2016,"111,937.00",GRUPOARGOS,"2,142,467,620.00","19,040.00",-2.36
JUL 21 2016,"87,913.00",BCOLOMBIA ,"2,124,128,040.00","24,120.00",.50
JUL 21 2016,"1,133,000.00",EEB       ,"2,039,335,000.00","1,795.00",-.55
JUL 21 2016,"145,022.00",CLH       ,"1,825,769,300.00","12,400.00",-2.36
JUL 21 2016,"41,682.00",CORFICOLCF,"1,588,938,680.00","37,980.00",-1.35
JUL 21 2016,"167,867.00",ISA       ,"1,529,294,630.00","9,100.00",-.98
JUL 21 2016,"55,354.00",NUTRESA   ,"1,410,223,000.00","25,680.00",.71
JUL 21 2016,"36,300.00",ICOLCAP   ,"491,502,000.00","13,540.00",-.40
JUL 21 2016,"48,569.00",CNEC      ,"464,782,830.00","9,490.00",.42
JUL 21 2016,"146,229.00",PFAVH     ,"353,065,525.00","2,395.00",.00
JUL 21 2016,"102,714.00",GRUPOAVAL ,"119,454,165.00","1,165.00",.00
JUL 21 2016,"28,683.00",CELSIA    ,"111,312,160.00","3,880.00",.00
